rank,configuration_id,algorithm,training_episodes,parameters,seeds,mean_reward,reward_ci_95_lower,reward_ci_95_upper,win_rate,training_seconds
1,q_learning_050,q_learning,500000,"epsilon=0.35, alpha=0.005, gamma=1.0",10,-0.178734,-0.17906952594706751,-0.1783984740529325,0.386023,5.188197710900022
2,sarsa_017,sarsa,500000,"epsilon=0.2, alpha=0.01, gamma=1.0",10,-0.178742,-0.17914775945057798,-0.17833624054942204,0.386047,5.356903203799993
3,sarsa_026,sarsa,500000,"epsilon=0.3, alpha=0.005, gamma=1.0",10,-0.178804,-0.17916800928535165,-0.17843999071464833,0.38600999999999996,5.278173969599993
4,q_learning_056,q_learning,500000,"epsilon=1.0->0.05 linear (80%), alpha=0.005, gamma=1.0",10,-0.178878,-0.17930098275373302,-0.178455017246267,0.385977,5.298122173699949
5,sarsa_023,sarsa,500000,"epsilon=0.25, alpha=0.01, gamma=1.0",10,-0.17889,-0.1791104745911286,-0.17866952540887138,0.385974,5.285821650300022
6,sarsa_029,sarsa,500000,"epsilon=0.3, alpha=0.01, gamma=1.0",10,-0.178917,-0.17921549612422571,-0.17861850387577427,0.38595799999999997,5.229909180099957
7,q_learning_041,q_learning,500000,"epsilon=0.25, alpha=0.01, gamma=1.0",10,-0.178977,-0.17943034978421132,-0.17852365021578867,0.385905,5.364695733599956
8,q_learning_038,q_learning,500000,"epsilon=0.25, alpha=0.005, gamma=1.0",10,-0.179041,-0.1795603030181995,-0.1785216969818005,0.385887,5.312877013900016
9,sarsa_035,sarsa,500000,"epsilon=1.0->0.05 linear (80%), alpha=0.01, gamma=1.0",10,-0.179055,-0.17950578342964713,-0.17860421657035286,0.385869,5.384234847899984
10,q_learning_059,q_learning,500000,"epsilon=1.0->0.05 linear (80%), alpha=0.01, gamma=1.0",10,-0.179112,-0.17954462113288905,-0.17867937886711094,0.385835,5.254933379100066
11,sarsa_020,sarsa,500000,"epsilon=0.25, alpha=0.005, gamma=1.0",10,-0.179141,-0.17961245549176047,-0.17866954450823952,0.385877,5.314482370900032
12,sarsa_032,sarsa,500000,"epsilon=1.0->0.05 linear (80%), alpha=0.005, gamma=1.0",10,-0.179201,-0.17970644908595118,-0.17869555091404882,0.385787,5.359803106000004
13,q_learning_053,q_learning,500000,"epsilon=0.35, alpha=0.01, gamma=1.0",10,-0.179223,-0.17967626503818895,-0.17876973496181103,0.385828,5.174424000199951
14,q_learning_044,q_learning,500000,"epsilon=0.3, alpha=0.005, gamma=1.0",10,-0.17924,-0.17970314836403806,-0.17877685163596196,0.385793,5.218464990099983
15,q_learning_047,q_learning,500000,"epsilon=0.3, alpha=0.01, gamma=1.0",10,-0.179267,-0.17942374690767818,-0.17911025309232184,0.38576900000000003,5.219997976200011
16,sarsa_014,sarsa,500000,"epsilon=0.2, alpha=0.005, gamma=1.0",10,-0.179275,-0.17968456496920512,-0.17886543503079486,0.385815,5.296356253899967
17,monte_carlo_005,monte_carlo,500000,"epsilon=0.3, gamma=1.0",10,-0.179577,-0.17998855903499847,-0.1791654409650015,0.385832,7.212768070700031
18,q_learning_058,q_learning,200000,"epsilon=1.0->0.05 linear (80%), alpha=0.01, gamma=1.0",10,-0.179675,-0.17999921728379453,-0.17935078271620547,0.385646,2.125498390800021
19,q_learning_055,q_learning,200000,"epsilon=1.0->0.05 linear (80%), alpha=0.005, gamma=1.0",10,-0.179718,-0.18005363533544608,-0.1793823646645539,0.38563000000000003,2.061437111099849
20,sarsa_034,sarsa,200000,"epsilon=1.0->0.05 linear (80%), alpha=0.01, gamma=1.0",10,-0.179758,-0.18015104177126046,-0.17936495822873955,0.385608,2.166726776200039
21,monte_carlo_002,monte_carlo,500000,"epsilon=0.25, gamma=1.0",10,-0.179804,-0.180241179111832,-0.179366820888168,0.385734,6.230423399399956
22,sarsa_031,sarsa,200000,"epsilon=1.0->0.05 linear (80%), alpha=0.005, gamma=1.0",10,-0.179806,-0.18020879682311447,-0.17940320317688552,0.385592,2.094603191500005
23,q_learning_052,q_learning,200000,"epsilon=0.35, alpha=0.01, gamma=1.0",10,-0.17986,-0.18019510332204328,-0.1795248966779567,0.38556,2.0279531470000167
24,q_learning_049,q_learning,200000,"epsilon=0.35, alpha=0.005, gamma=1.0",10,-0.179927,-0.1802823803048379,-0.1795716196951621,0.385534,2.0230757083999378
25,q_learning_054,q_learning,100000,"epsilon=1.0->0.05 linear (80%), alpha=0.005, gamma=1.0",10,-0.179955,-0.18053208419643738,-0.17937791580356263,0.385584,1.017072407600017
26,q_learning_057,q_learning,100000,"epsilon=1.0->0.05 linear (80%), alpha=0.01, gamma=1.0",10,-0.179955,-0.18053208419643738,-0.17937791580356263,0.385584,1.049787766199961
27,sarsa_030,sarsa,100000,"epsilon=1.0->0.05 linear (80%), alpha=0.005, gamma=1.0",10,-0.17998,-0.18048509047462366,-0.17947490952537634,0.385566,1.084208732199977
28,sarsa_033,sarsa,100000,"epsilon=1.0->0.05 linear (80%), alpha=0.01, gamma=1.0",10,-0.17998,-0.18048509047462366,-0.17947490952537634,0.385566,1.0606160294000575
29,sarsa_016,sarsa,200000,"epsilon=0.2, alpha=0.01, gamma=1.0",10,-0.18,-0.18029160924234705,-0.17970839075765294,0.385511,2.144348408799965
30,sarsa_022,sarsa,200000,"epsilon=0.25, alpha=0.01, gamma=1.0",10,-0.180024,-0.1804528893240297,-0.17959511067597028,0.385498,2.1513847688000167
31,monte_carlo_008,monte_carlo,500000,"epsilon=0.35, gamma=1.0",10,-0.180072,-0.1804506606375107,-0.17969333936248932,0.385664,7.095903259399984
32,sarsa_013,sarsa,200000,"epsilon=0.2, alpha=0.005, gamma=1.0",10,-0.180073,-0.18047669497858326,-0.17966930502141676,0.38549,2.1198979276000047
33,monte_carlo_011,monte_carlo,500000,"epsilon=1.0->0.05 linear (80%), gamma=1.0",10,-0.180079,-0.180592741470478,-0.179565258529522,0.385557,7.17170108270002
34,monte_carlo_004,monte_carlo,200000,"epsilon=0.3, gamma=1.0",10,-0.180098,-0.18059422204277253,-0.17960177795722748,0.38568,2.7906725110999786
35,sarsa_019,sarsa,200000,"epsilon=0.25, alpha=0.005, gamma=1.0",10,-0.180101,-0.1805605349009113,-0.1796414650990887,0.385463,2.145988752700032
36,monte_carlo_001,monte_carlo,200000,"epsilon=0.25, gamma=1.0",10,-0.180171,-0.18067661795484996,-0.17966538204515003,0.385607,2.304283362599972
37,monte_carlo_003,monte_carlo,100000,"epsilon=0.3, gamma=1.0",10,-0.180198,-0.18068640151715115,-0.17970959848284884,0.385674,1.6121517457999972
38,sarsa_021,sarsa,100000,"epsilon=0.25, alpha=0.01, gamma=1.0",10,-0.180202,-0.18066073864086452,-0.1797432613591355,0.385469,1.0192242733000056
39,sarsa_018,sarsa,100000,"epsilon=0.25, alpha=0.005, gamma=1.0",10,-0.180204,-0.1806440402494722,-0.1797639597505278,0.385472,1.019877171600001
40,monte_carlo_010,monte_carlo,200000,"epsilon=1.0->0.05 linear (80%), gamma=1.0",10,-0.18022,-0.18077797114700392,-0.17966202885299606,0.385572,2.791967755700034
41,sarsa_015,sarsa,100000,"epsilon=0.2, alpha=0.01, gamma=1.0",10,-0.180258,-0.18076550839134825,-0.17975049160865175,0.38546800000000003,1.050243123899986
42,q_learning_039,q_learning,100000,"epsilon=0.25, alpha=0.01, gamma=1.0",10,-0.18026,-0.18070602143645545,-0.17981397856354456,0.38543700000000003,1.0703289061999839
43,q_learning_036,q_learning,100000,"epsilon=0.25, alpha=0.005, gamma=1.0",10,-0.180262,-0.18068794928357468,-0.17983605071642533,0.38544,1.086396690100014
44,sarsa_012,sarsa,100000,"epsilon=0.2, alpha=0.005, gamma=1.0",10,-0.180266,-0.18076781103907083,-0.1797641889609292,0.385466,1.0771597675000748
45,q_learning_040,q_learning,200000,"epsilon=0.25, alpha=0.01, gamma=1.0",10,-0.180281,-0.18079681442468304,-0.17976518557531695,0.385378,2.0847495044000426
46,monte_carlo_000,monte_carlo,100000,"epsilon=0.25, gamma=1.0",10,-0.180292,-0.18074048180758348,-0.17984351819241653,0.385595,1.057866561200035
47,q_learning_037,q_learning,200000,"epsilon=0.25, alpha=0.005, gamma=1.0",10,-0.18029900000000001,-0.18082589986550263,-0.1797721001344974,0.385368,2.116040242799977
48,sarsa_028,sarsa,200000,"epsilon=0.3, alpha=0.01, gamma=1.0",10,-0.180301,-0.18074137235335563,-0.17986062764664434,0.38533,2.1154307129000016
49,sarsa_025,sarsa,200000,"epsilon=0.3, alpha=0.005, gamma=1.0",10,-0.180337,-0.18076836874475968,-0.1799056312552403,0.385308,2.089789325500033
50,monte_carlo_007,monte_carlo,200000,"epsilon=0.35, gamma=1.0",10,-0.180349,-0.1806426433540501,-0.18005535664594993,0.385556,2.9022486467999897
51,sarsa_024,sarsa,100000,"epsilon=0.3, alpha=0.005, gamma=1.0",10,-0.180359,-0.18096499933245286,-0.17975300066754712,0.385365,0.9987526286999809
52,sarsa_027,sarsa,100000,"epsilon=0.3, alpha=0.01, gamma=1.0",10,-0.180359,-0.18096499933245286,-0.17975300066754712,0.385365,1.1028394640999521
53,q_learning_042,q_learning,100000,"epsilon=0.3, alpha=0.005, gamma=1.0",10,-0.18036,-0.18107379170818008,-0.1796462082918199,0.385364,1.0293256957001176
54,q_learning_045,q_learning,100000,"epsilon=0.3, alpha=0.01, gamma=1.0",10,-0.18036,-0.18107379170818008,-0.1796462082918199,0.385364,1.0158691581999846
55,q_learning_046,q_learning,200000,"epsilon=0.3, alpha=0.01, gamma=1.0",10,-0.180432,-0.18084270510123177,-0.18002129489876825,0.385282,2.014369869000075
56,q_learning_043,q_learning,200000,"epsilon=0.3, alpha=0.005, gamma=1.0",10,-0.180461,-0.18088989181210288,-0.18003210818789714,0.385257,2.1104065070999694
57,monte_carlo_006,monte_carlo,100000,"epsilon=0.35, gamma=1.0",10,-0.180608,-0.18107886073732637,-0.1801371392626736,0.385469,1.3359931248000294
58,q_learning_051,q_learning,100000,"epsilon=0.35, alpha=0.01, gamma=1.0",10,-0.180661,-0.18115299470439786,-0.18016900529560212,0.38522100000000004,1.0106812203000572
59,q_learning_048,q_learning,100000,"epsilon=0.35, alpha=0.005, gamma=1.0",10,-0.18067,-0.1811519722850492,-0.1801880277149508,0.385223,1.1051867442000458
60,monte_carlo_009,monte_carlo,100000,"epsilon=1.0->0.05 linear (80%), gamma=1.0",10,-0.180728,-0.18113597305706244,-0.18032002694293756,0.38534,1.4788300566999624
