rank,configuration_id,algorithm,training_episodes,parameters,seeds,mean_reward,reward_ci_95_lower,reward_ci_95_upper,win_rate,training_seconds
19,q_learning_098,q_learning,200000,"epsilon=1.0->0.05 linear (80%), alpha=0.01, gamma=1.0",10,-0.046463,-0.049249662430012726,-0.04367633756998727,0.43275,1.2990214388999903
20,q_learning_097,q_learning,100000,"epsilon=1.0->0.05 linear (80%), alpha=0.01, gamma=1.0",10,-0.046627,-0.04829158525290169,-0.04496241474709831,0.432703,0.6635944928999379
21,sarsa_023,sarsa,200000,"epsilon=0.2, alpha=0.005, gamma=1.0",10,-0.0467,-0.04861625016692034,-0.04478374983307966,0.43364,1.2512927773999991
22,q_learning_088,q_learning,200000,"epsilon=0.3, alpha=0.01, gamma=1.0",10,-0.047181,-0.04913975271646695,-0.04522224728353305,0.432755,1.2368596771999592
23,q_learning_078,q_learning,200000,"epsilon=0.25, alpha=0.01, gamma=1.0",10,-0.047186,-0.04932001150070836,-0.04505198849929164,0.432773,1.2635415723000052
24,monte_carlo_014,monte_carlo,500000,"epsilon=0.3, gamma=1.0",10,-0.047404,-0.048634631680542786,-0.04617336831945722,0.435011,3.158658260600009
25,q_learning_063,q_learning,200000,"epsilon=0.2, alpha=0.005, gamma=1.0",10,-0.047529,-0.04894072755879691,-0.046117272441203096,0.432179,1.2480092229000548
26,monte_carlo_003,monte_carlo,200000,"epsilon=0.2, gamma=1.0",10,-0.04763,-0.049018000477745675,-0.04624199952225432,0.433831,1.3003111871000328
27,q_learning_077,q_learning,100000,"epsilon=0.25, alpha=0.01, gamma=1.0",10,-0.047661,-0.04970330254844325,-0.04561869745155676,0.431788,0.627948540199941
28,q_learning_079,q_learning,500000,"epsilon=0.25, alpha=0.01, gamma=1.0",10,-0.047688,-0.05020845601997381,-0.04516754398002619,0.431616,3.1629301696000085
29,q_learning_068,q_learning,200000,"epsilon=0.2, alpha=0.01, gamma=1.0",10,-0.047761,-0.05027657166143647,-0.04524542833856353,0.431925,1.2560413189000201
30,sarsa_057,sarsa,100000,"epsilon=1.0->0.05 linear (80%), alpha=0.01, gamma=1.0",10,-0.047816,-0.05011961145736187,-0.04551238854263812,0.432515,0.6591171191000058
31,q_learning_087,q_learning,100000,"epsilon=0.3, alpha=0.01, gamma=1.0",10,-0.048414,-0.050009565738970904,-0.04681843426102909,0.432248,0.632212875800019
32,sarsa_039,sarsa,500000,"epsilon=0.25, alpha=0.01, gamma=1.0",10,-0.048473,-0.05048942852945499,-0.046456571470545015,0.433497,3.145203781799978
33,sarsa_044,sarsa,500000,"epsilon=0.3, alpha=0.005, gamma=1.0",10,-0.048549,-0.051061466281175624,-0.04603653371882438,0.433915,3.067039015599994
34,sarsa_049,sarsa,500000,"epsilon=0.3, alpha=0.01, gamma=1.0",10,-0.048556,-0.050352719407710744,-0.04675928059228926,0.433787,3.1282879086999857
35,sarsa_028,sarsa,200000,"epsilon=0.2, alpha=0.01, gamma=1.0",10,-0.048598,-0.051175771851502766,-0.04602022814849724,0.433017,1.264778396299994
36,monte_carlo_008,monte_carlo,200000,"epsilon=0.25, gamma=1.0",10,-0.04879,-0.05051024788187956,-0.04706975211812044,0.434243,1.2480894736999972
37,sarsa_038,sarsa,200000,"epsilon=0.25, alpha=0.01, gamma=1.0",10,-0.048827,-0.05156197389923764,-0.046092026100762365,0.433355,1.2503867481999804
38,sarsa_034,sarsa,500000,"epsilon=0.25, alpha=0.005, gamma=1.0",10,-0.049349000000000004,-0.050886626488903526,-0.04781137351109648,0.433315,3.088944972900026
39,q_learning_082,q_learning,100000,"epsilon=0.3, alpha=0.005, gamma=1.0",10,-0.049417,-0.05072783172517808,-0.04810616827482193,0.431886,0.6366355496999858
40,sarsa_033,sarsa,200000,"epsilon=0.25, alpha=0.005, gamma=1.0",10,-0.049427,-0.05227350975370813,-0.046580490246291864,0.432937,1.2630818436999562
41,sarsa_052,sarsa,100000,"epsilon=1.0->0.05 linear (80%), alpha=0.005, gamma=1.0",10,-0.049432,-0.052255505005910204,-0.04660849499408979,0.432578,0.6594509752000022
42,monte_carlo_013,monte_carlo,200000,"epsilon=0.3, gamma=1.0",10,-0.049565,-0.05224430916684797,-0.04688569083315203,0.433802,1.2426634965000403
43,sarsa_048,sarsa,200000,"epsilon=0.3, alpha=0.01, gamma=1.0",10,-0.049906,-0.054620911803280214,-0.045191088196719784,0.43332,1.2435124192999638
44,monte_carlo_002,monte_carlo,100000,"epsilon=0.2, gamma=1.0",10,-0.05017,-0.051917021151814964,-0.048422978848185035,0.43261099999999997,0.6293931936000263
45,sarsa_047,sarsa,100000,"epsilon=0.3, alpha=0.01, gamma=1.0",10,-0.050223,-0.05213427426863743,-0.04831172573136256,0.432591,0.6346049421000544
46,q_learning_092,q_learning,100000,"epsilon=1.0->0.05 linear (80%), alpha=0.005, gamma=1.0",10,-0.050461,-0.051897488057513104,-0.049024511942486894,0.43128299999999997,0.6448309579000352
47,q_learning_067,q_learning,100000,"epsilon=0.2, alpha=0.01, gamma=1.0",10,-0.050526,-0.05225272724650485,-0.04879927275349515,0.430591,0.6310206450000123
48,q_learning_072,q_learning,100000,"epsilon=0.25, alpha=0.005, gamma=1.0",10,-0.050762,-0.054357307995608846,-0.04716669200439116,0.431112,0.6366169250999973
49,q_learning_096,q_learning,50000,"epsilon=1.0->0.05 linear (80%), alpha=0.01, gamma=1.0",10,-0.051006,-0.054317041767554274,-0.04769495823244573,0.430843,0.3293020370000249
50,q_learning_062,q_learning,100000,"epsilon=0.2, alpha=0.005, gamma=1.0",10,-0.051566,-0.05370061547488066,-0.04943138452511934,0.430359,0.6478161919000058
51,sarsa_027,sarsa,100000,"epsilon=0.2, alpha=0.01, gamma=1.0",10,-0.051626,-0.05471500560034023,-0.048536994399659764,0.431732,0.626912894999964
52,sarsa_043,sarsa,200000,"epsilon=0.3, alpha=0.005, gamma=1.0",10,-0.051656,-0.053872376304351065,-0.049439623695648936,0.43241,1.253293593300009
53,sarsa_037,sarsa,100000,"epsilon=0.25, alpha=0.01, gamma=1.0",10,-0.051852,-0.05301826789344854,-0.050685732106551466,0.431896,0.6278426131999595
54,monte_carlo_007,monte_carlo,100000,"epsilon=0.25, gamma=1.0",10,-0.052161,-0.05436406373454988,-0.049957936265450115,0.43283099999999997,0.6277574741000308
55,monte_carlo_012,monte_carlo,100000,"epsilon=0.3, gamma=1.0",10,-0.052434,-0.05533130786195277,-0.049536692138047234,0.432516,0.6327370948999942
56,sarsa_042,sarsa,100000,"epsilon=0.3, alpha=0.005, gamma=1.0",10,-0.05246,-0.05427998075887265,-0.05064001924112735,0.432154,0.6166522432999727
57,sarsa_056,sarsa,50000,"epsilon=1.0->0.05 linear (80%), alpha=0.01, gamma=1.0",10,-0.053061,-0.056467542212703864,-0.04965445778729613,0.43075600000000003,0.33585217289999036
58,sarsa_032,sarsa,100000,"epsilon=0.25, alpha=0.005, gamma=1.0",10,-0.05335,-0.055120581549158984,-0.05157941845084102,0.431295,0.6478860022000162
59,q_learning_076,q_learning,50000,"epsilon=0.25, alpha=0.01, gamma=1.0",10,-0.054133,-0.05682888490360978,-0.05143711509639022,0.42976000000000003,0.3198224472000447
60,q_learning_086,q_learning,50000,"epsilon=0.3, alpha=0.01, gamma=1.0",10,-0.054166,-0.05732483822255377,-0.05100716177744623,0.430087,0.32146107589999245
61,sarsa_022,sarsa,100000,"epsilon=0.2, alpha=0.005, gamma=1.0",10,-0.054402,-0.057832508691167794,-0.050971491308832204,0.430427,0.6339807527999938
62,sarsa_046,sarsa,50000,"epsilon=0.3, alpha=0.01, gamma=1.0",10,-0.055258,-0.057393174498661256,-0.05312282550133875,0.431214,0.3068495814000016
63,sarsa_026,sarsa,50000,"epsilon=0.2, alpha=0.01, gamma=1.0",10,-0.055683,-0.0587492333798544,-0.052616766620145604,0.429673,0.3198375174000603
64,monte_carlo_001,monte_carlo,50000,"epsilon=0.2, gamma=1.0",10,-0.056582,-0.05914293966351763,-0.05402106033648237,0.43024,0.31742394440000227
65,q_learning_081,q_learning,50000,"epsilon=0.3, alpha=0.005, gamma=1.0",10,-0.056603,-0.06039676895450656,-0.05280923104549344,0.429006,0.3191101434999837
66,sarsa_021,sarsa,50000,"epsilon=0.2, alpha=0.005, gamma=1.0",10,-0.056745000000000004,-0.05912315711526571,-0.0543668428847343,0.429546,0.3165259742999524
67,monte_carlo_006,monte_carlo,50000,"epsilon=0.25, gamma=1.0",10,-0.056911,-0.05911462941304668,-0.054707370586953324,0.430748,0.30985034980003545
68,q_learning_066,q_learning,50000,"epsilon=0.2, alpha=0.01, gamma=1.0",10,-0.056924,-0.059302585956926696,-0.05454541404307331,0.429077,0.31810579630000574
69,sarsa_036,sarsa,50000,"epsilon=0.25, alpha=0.01, gamma=1.0",10,-0.057508000000000004,-0.059785460025984116,-0.05523053997401589,0.4292,0.31515752079999404
70,q_learning_061,q_learning,50000,"epsilon=0.2, alpha=0.005, gamma=1.0",10,-0.057682000000000004,-0.060783797688824984,-0.054580202311175025,0.429163,0.3360438927000587
71,monte_carlo_011,monte_carlo,50000,"epsilon=0.3, gamma=1.0",10,-0.057738,-0.061027898647706,-0.054448101352294,0.43025599999999997,0.3203161872999999
72,sarsa_051,sarsa,50000,"epsilon=1.0->0.05 linear (80%), alpha=0.005, gamma=1.0",10,-0.057898,-0.0610520843896552,-0.05474391561034479,0.42928,0.31864807060003386
73,sarsa_041,sarsa,50000,"epsilon=0.3, alpha=0.005, gamma=1.0",10,-0.058439,-0.061330829946406484,-0.05554717005359351,0.43023100000000003,0.31875533610004825
74,q_learning_071,q_learning,50000,"epsilon=0.25, alpha=0.005, gamma=1.0",10,-0.058581,-0.061036911979928346,-0.056125088020071656,0.429065,0.3191055578000032
75,q_learning_091,q_learning,50000,"epsilon=1.0->0.05 linear (80%), alpha=0.005, gamma=1.0",10,-0.059354,-0.06168899578430264,-0.057019004215697354,0.428107,0.32435452649999663
76,sarsa_031,sarsa,50000,"epsilon=0.25, alpha=0.005, gamma=1.0",10,-0.062369,-0.06531936891671383,-0.059418631083286176,0.42800499999999997,0.3288275064000118
77,q_learning_095,q_learning,20000,"epsilon=1.0->0.05 linear (80%), alpha=0.01, gamma=1.0",10,-0.06306300000000001,-0.06832509612650912,-0.05780090387349089,0.427304,0.12962698539997747
78,monte_carlo_010,monte_carlo,20000,"epsilon=0.3, gamma=1.0",10,-0.063435,-0.06686373821235873,-0.060006261787641284,0.428141,0.12928977480000867
79,monte_carlo_019,monte_carlo,500000,"epsilon=1.0->0.05 linear (80%), gamma=1.0",10,-0.06375,-0.0660051605514661,-0.0614948394485339,0.431219,4.013755920499944
80,monte_carlo_018,monte_carlo,200000,"epsilon=1.0->0.05 linear (80%), gamma=1.0",10,-0.063778,-0.0657514729029922,-0.0618045270970078,0.431165,1.5259568273999549
81,sarsa_055,sarsa,20000,"epsilon=1.0->0.05 linear (80%), alpha=0.01, gamma=1.0",10,-0.063827,-0.0664430776074455,-0.0612109223925545,0.426468,0.13615665730003457
82,sarsa_045,sarsa,20000,"epsilon=0.3, alpha=0.01, gamma=1.0",10,-0.06389500000000001,-0.06648075310551234,-0.061309246894487676,0.426321,0.12694984169997953
83,q_learning_085,q_learning,20000,"epsilon=0.3, alpha=0.01, gamma=1.0",10,-0.064307,-0.06603718666178601,-0.062576813338214,0.426753,0.12863831850002044
84,monte_carlo_016,monte_carlo,50000,"epsilon=1.0->0.05 linear (80%), gamma=1.0",10,-0.064947,-0.06739902545431777,-0.062494974545682244,0.430075,0.33451159330002156
85,q_learning_080,q_learning,20000,"epsilon=0.3, alpha=0.005, gamma=1.0",10,-0.065205,-0.06745973700994151,-0.06295026299005849,0.42700499999999997,0.12716867690000982
86,sarsa_035,sarsa,20000,"epsilon=0.25, alpha=0.01, gamma=1.0",10,-0.065241,-0.06815665685068276,-0.06232534314931723,0.42647,0.12127815930000452
87,monte_carlo_005,monte_carlo,20000,"epsilon=0.25, gamma=1.0",10,-0.0653,-0.06965956854909086,-0.06094043145090913,0.427218,0.1284966571999803
88,q_learning_075,q_learning,20000,"epsilon=0.25, alpha=0.01, gamma=1.0",10,-0.066676,-0.07000447808115227,-0.06334752191884772,0.425877,0.1303002293000418
89,sarsa_050,sarsa,20000,"epsilon=1.0->0.05 linear (80%), alpha=0.005, gamma=1.0",10,-0.067177,-0.07245271019507327,-0.061901289804926735,0.426066,0.1293268846000501
90,monte_carlo_017,monte_carlo,100000,"epsilon=1.0->0.05 linear (80%), gamma=1.0",10,-0.06723900000000001,-0.07027999746176956,-0.06419800253823045,0.429635,0.6382045030999961
91,q_learning_090,q_learning,20000,"epsilon=1.0->0.05 linear (80%), alpha=0.005, gamma=1.0",10,-0.06807099999999999,-0.07157421506502558,-0.0645677849349744,0.426263,0.13250123370000894
92,q_learning_065,q_learning,20000,"epsilon=0.2, alpha=0.01, gamma=1.0",10,-0.068096,-0.07203077147548198,-0.06416122852451803,0.425138,0.13101340770003844
93,monte_carlo_000,monte_carlo,20000,"epsilon=0.2, gamma=1.0",10,-0.068161,-0.07044448262320713,-0.06587751737679287,0.425458,0.13464727200000653
94,sarsa_030,sarsa,20000,"epsilon=0.25, alpha=0.005, gamma=1.0",10,-0.068398,-0.0716702345934918,-0.0651257654065082,0.425378,0.1290093695999758
95,monte_carlo_015,monte_carlo,20000,"epsilon=1.0->0.05 linear (80%), gamma=1.0",10,-0.06847400000000001,-0.07099796154096426,-0.06595003845903576,0.428065,0.13589496390004568
96,q_learning_070,q_learning,20000,"epsilon=0.25, alpha=0.005, gamma=1.0",10,-0.068678,-0.07271323419793421,-0.0646427658020658,0.425612,0.13103671169997141
97,q_learning_060,q_learning,20000,"epsilon=0.2, alpha=0.005, gamma=1.0",10,-0.06877,-0.07254678319420112,-0.06499321680579888,0.425102,0.1269865654999876
98,sarsa_020,sarsa,20000,"epsilon=0.2, alpha=0.005, gamma=1.0",10,-0.069968,-0.07407039315340043,-0.06586560684659958,0.424745,0.12677287440001236
99,sarsa_025,sarsa,20000,"epsilon=0.2, alpha=0.01, gamma=1.0",10,-0.071426,-0.07520328518675046,-0.06764871481324955,0.424218,0.13254020200001831
100,sarsa_040,sarsa,20000,"epsilon=0.3, alpha=0.005, gamma=1.0",10,-0.071799,-0.07541855328536548,-0.06817944671463452,0.425101,0.12714599700000234
