rank,configuration_id,algorithm,training_episodes,parameters,seeds,mean_reward,reward_ci_95_lower,reward_ci_95_upper,win_rate,training_seconds
78,q_learning_095,q_learning,20000,"epsilon=1.0->0.05 linear (80%), alpha=0.01, gamma=1.0",5,-0.064508,-0.06807656420068352,-0.06093943579931648,0.425672,0.8404969717999847
79,monte_carlo_011,monte_carlo,50000,"epsilon=0.3, gamma=1.0",5,-0.064608,-0.06963144367524908,-0.05958455632475092,0.427426,2.2631097021999977
80,q_learning_075,q_learning,20000,"epsilon=0.25, alpha=0.01, gamma=1.0",5,-0.066016,-0.07011042827188364,-0.06192157172811637,0.42474,0.9169601413999999
81,monte_carlo_018,monte_carlo,200000,"epsilon=1.0->0.05 linear (80%), gamma=1.0",5,-0.067352,-0.06913718667886581,-0.06556681332113418,0.42885,8.877261434599996
82,monte_carlo_019,monte_carlo,500000,"epsilon=1.0->0.05 linear (80%), gamma=1.0",5,-0.067388,-0.06899343503088727,-0.06578256496911274,0.428648,22.215947029599995
83,q_learning_090,q_learning,20000,"epsilon=1.0->0.05 linear (80%), alpha=0.005, gamma=1.0",5,-0.067546,-0.07343871188584677,-0.06165328811415321,0.425334,0.8232206248000011
84,sarsa_025,sarsa,20000,"epsilon=0.2, alpha=0.01, gamma=1.0",5,-0.067746,-0.07376003124381642,-0.061731968756183586,0.425016,0.8371951055999943
85,sarsa_045,sarsa,20000,"epsilon=0.3, alpha=0.01, gamma=1.0",5,-0.067826,-0.07149289024128075,-0.06415910975871925,0.42513,0.8596714819999874
86,monte_carlo_005,monte_carlo,20000,"epsilon=0.25, gamma=1.0",5,-0.069092,-0.07341500827554147,-0.06476899172445853,0.424446,0.8051209830000005
87,q_learning_080,q_learning,20000,"epsilon=0.3, alpha=0.005, gamma=1.0",5,-0.069502,-0.07460368610465207,-0.06440031389534792,0.42407,0.8247060107999914
88,q_learning_065,q_learning,20000,"epsilon=0.2, alpha=0.01, gamma=1.0",5,-0.06952,-0.07482271470852431,-0.06421728529147569,0.42433,0.8181650922000017
89,sarsa_040,sarsa,20000,"epsilon=0.3, alpha=0.005, gamma=1.0",5,-0.069936,-0.07148306712252571,-0.06838893287747429,0.424444,0.8815131069999893
90,sarsa_035,sarsa,20000,"epsilon=0.25, alpha=0.01, gamma=1.0",5,-0.070242,-0.07273505065941308,-0.06774894934058692,0.42359,0.8367998054000054
91,sarsa_050,sarsa,20000,"epsilon=1.0->0.05 linear (80%), alpha=0.005, gamma=1.0",5,-0.071392,-0.07821961266669397,-0.06456438733330602,0.423572,0.8036504877999846
92,q_learning_060,q_learning,20000,"epsilon=0.2, alpha=0.005, gamma=1.0",5,-0.07261,-0.08120029116619454,-0.06401970883380545,0.423668,0.850474279599996
93,monte_carlo_017,monte_carlo,100000,"epsilon=1.0->0.05 linear (80%), gamma=1.0",5,-0.073498,-0.07639971628771662,-0.07059628371228337,0.42669,4.590225731200002
94,q_learning_070,q_learning,20000,"epsilon=0.25, alpha=0.005, gamma=1.0",5,-0.07392,-0.08214604317810209,-0.06569395682189791,0.423112,0.8170671719999746
95,sarsa_020,sarsa,20000,"epsilon=0.2, alpha=0.005, gamma=1.0",5,-0.074406,-0.07942138532374134,-0.06939061467625866,0.4236,0.8803887395999993
96,sarsa_030,sarsa,20000,"epsilon=0.25, alpha=0.005, gamma=1.0",5,-0.074996,-0.08120263826379466,-0.06878936173620533,0.422626,0.8423048564000055
97,monte_carlo_016,monte_carlo,50000,"epsilon=1.0->0.05 linear (80%), gamma=1.0",5,-0.077346,-0.08123144281872735,-0.07346055718127265,0.42452,2.2909611101999987
98,monte_carlo_010,monte_carlo,20000,"epsilon=0.3, gamma=1.0",5,-0.077936,-0.08342801163378229,-0.07244398836621772,0.422036,0.6800480394000032
99,monte_carlo_000,monte_carlo,20000,"epsilon=0.2, gamma=1.0",5,-0.08082,-0.08899895107015564,-0.07264104892984437,0.420966,0.7995255218
100,monte_carlo_015,monte_carlo,20000,"epsilon=1.0->0.05 linear (80%), gamma=1.0",5,-0.083304,-0.08884853688107493,-0.07775946311892508,0.421198,0.8777179053999987
