rank,configuration_id,algorithm,training_episodes,parameters,seeds,mean_reward,reward_ci_95_lower,reward_ci_95_upper,win_rate,training_seconds
1,monte_carlo_014,monte_carlo,500000,"epsilon=0.3, gamma=1.0",5,-0.0378,-0.03972339824269443,-0.03587660175730557,0.4393,124.28768407960015
2,monte_carlo_004,monte_carlo,500000,"epsilon=0.2, gamma=1.0",5,-0.03816,-0.04013425615359304,-0.03618574384640696,0.43934,125.07671906340002
3,monte_carlo_009,monte_carlo,500000,"epsilon=0.25, gamma=1.0",5,-0.0388,-0.04267812635173224,-0.034921873648267765,0.43834,190.16339985679988
4,sarsa_034,sarsa,500000,"epsilon=0.25, alpha=0.005, gamma=1.0",5,-0.04098,-0.043789986590715334,-0.03817001340928467,0.43716,158.28156296279994
5,monte_carlo_003,monte_carlo,200000,"epsilon=0.2, gamma=1.0",5,-0.04124,-0.04365851610703753,-0.038821483892962465,0.43764,55.14500481659998
6,monte_carlo_013,monte_carlo,200000,"epsilon=0.3, gamma=1.0",5,-0.04126,-0.04431697173032398,-0.03820302826967602,0.43782,53.111537988800045
7,sarsa_059,sarsa,500000,"epsilon=1.0->0.05 linear (80%), alpha=0.01, gamma=1.0",5,-0.04248,-0.045152652435315896,-0.0398073475646841,0.43446,132.5935871824002
8,sarsa_024,sarsa,500000,"epsilon=0.2, alpha=0.005, gamma=1.0",5,-0.0427,-0.04487639444954264,-0.040523605550457364,0.43572,129.6576691123999
9,q_learning_093,q_learning,200000,"epsilon=1.0->0.05 linear (80%), alpha=0.005, gamma=1.0",5,-0.04276,-0.04815822572332799,-0.03736177427667201,0.43518,75.33357545339986
10,sarsa_043,sarsa,200000,"epsilon=0.3, alpha=0.005, gamma=1.0",5,-0.0429,-0.04524791311593934,-0.04055208688406066,0.43612,53.142219685399866
11,q_learning_074,q_learning,500000,"epsilon=0.25, alpha=0.005, gamma=1.0",5,-0.04324,-0.047115450858932414,-0.03936454914106759,0.4344,118.68073207960006
12,sarsa_029,sarsa,500000,"epsilon=0.2, alpha=0.01, gamma=1.0",5,-0.04348,-0.045731356710963414,-0.04122864328903658,0.43479999999999996,125.65971272900006
13,sarsa_044,sarsa,500000,"epsilon=0.3, alpha=0.005, gamma=1.0",5,-0.04348,-0.04758824602963357,-0.03937175397036643,0.43616,121.42175135600027
14,sarsa_054,sarsa,500000,"epsilon=1.0->0.05 linear (80%), alpha=0.005, gamma=1.0",5,-0.04366,-0.046142013247345785,-0.04117798675265421,0.43407999999999997,146.63764633800002
15,monte_carlo_008,monte_carlo,200000,"epsilon=0.25, gamma=1.0",5,-0.044020000000000004,-0.04767811829223715,-0.04036188170776286,0.43585999999999997,67.7035649125999
16,monte_carlo_002,monte_carlo,100000,"epsilon=0.2, gamma=1.0",5,-0.04418,-0.047300896127717165,-0.04105910387228283,0.43694,46.717729021999915
17,q_learning_084,q_learning,500000,"epsilon=0.3, alpha=0.005, gamma=1.0",5,-0.04426,-0.04612003896733375,-0.04239996103266625,0.43366,153.16471819760028
18,sarsa_023,sarsa,200000,"epsilon=0.2, alpha=0.005, gamma=1.0",5,-0.0447,-0.0475812666658954,-0.041818733334104595,0.43502,43.45661177539987
19,q_learning_064,q_learning,500000,"epsilon=0.2, alpha=0.005, gamma=1.0",5,-0.04498,-0.04835632401288739,-0.04160367598711261,0.43276,125.20578068099948
20,q_learning_094,q_learning,500000,"epsilon=1.0->0.05 linear (80%), alpha=0.005, gamma=1.0",5,-0.045,-0.04816950847924406,-0.041830491520755936,0.4336,150.3893665998001
21,sarsa_049,sarsa,500000,"epsilon=0.3, alpha=0.01, gamma=1.0",5,-0.04518,-0.04620671078693077,-0.04415328921306923,0.435,123.52446265340004
22,sarsa_047,sarsa,100000,"epsilon=0.3, alpha=0.01, gamma=1.0",5,-0.045219999999999996,-0.04689393639066722,-0.043546063609332775,0.43572,26.876905502599946
23,sarsa_033,sarsa,200000,"epsilon=0.25, alpha=0.005, gamma=1.0",5,-0.04554,-0.04894137656839109,-0.0421386234316089,0.43474,60.88818451520001
24,sarsa_039,sarsa,500000,"epsilon=0.25, alpha=0.01, gamma=1.0",5,-0.04574,-0.05144343161263463,-0.04003656838736538,0.4347,126.07820813919989
25,sarsa_028,sarsa,200000,"epsilon=0.2, alpha=0.01, gamma=1.0",5,-0.04582,-0.04999962819399047,-0.04164037180600953,0.43368,36.57405967279992
26,q_learning_079,q_learning,500000,"epsilon=0.25, alpha=0.01, gamma=1.0",5,-0.04588,-0.04992320969527923,-0.04183679030472076,0.43284,108.99319948960002
27,sarsa_037,sarsa,100000,"epsilon=0.25, alpha=0.01, gamma=1.0",5,-0.04592,-0.04885110119920824,-0.042988898800791764,0.43418,39.85103007260004
28,q_learning_068,q_learning,200000,"epsilon=0.2, alpha=0.01, gamma=1.0",5,-0.04636,-0.04817191372863058,-0.044548086271369414,0.4329,41.31453590620022
29,q_learning_063,q_learning,200000,"epsilon=0.2, alpha=0.005, gamma=1.0",5,-0.04642,-0.04944716908018036,-0.043392830919819644,0.4329,42.61003487120015
30,sarsa_058,sarsa,200000,"epsilon=1.0->0.05 linear (80%), alpha=0.01, gamma=1.0",5,-0.0465,-0.05011512423023055,-0.04288487576976945,0.43308,46.72009239220006
31,q_learning_078,q_learning,200000,"epsilon=0.25, alpha=0.01, gamma=1.0",5,-0.04656,-0.04969391680808537,-0.04342608319191463,0.43166,33.807698352400074
32,q_learning_098,q_learning,200000,"epsilon=1.0->0.05 linear (80%), alpha=0.01, gamma=1.0",5,-0.04664,-0.04934707150995315,-0.04393292849004685,0.43148,56.089635128199916
33,q_learning_087,q_learning,100000,"epsilon=0.3, alpha=0.01, gamma=1.0",5,-0.04674,-0.050155465204038824,-0.04332453479596117,0.43298,29.01107730139993
34,sarsa_048,sarsa,200000,"epsilon=0.3, alpha=0.01, gamma=1.0",5,-0.04678,-0.049314697583539305,-0.0442453024164607,0.4351,58.99028815079983
35,monte_carlo_007,monte_carlo,100000,"epsilon=0.25, gamma=1.0",5,-0.0472,-0.049629925760182804,-0.044770074239817194,0.43518,23.595965325999988
36,sarsa_053,sarsa,200000,"epsilon=1.0->0.05 linear (80%), alpha=0.005, gamma=1.0",5,-0.04732,-0.049050359222820514,-0.04558964077717949,0.43272,47.0702482667999
37,q_learning_073,q_learning,200000,"epsilon=0.25, alpha=0.005, gamma=1.0",5,-0.04734,-0.05022233311052002,-0.04445766688947998,0.43196,53.11197252120019
38,q_learning_083,q_learning,200000,"epsilon=0.3, alpha=0.005, gamma=1.0",5,-0.0474,-0.05012996410232808,-0.04467003589767191,0.43192,32.627567198399994
39,q_learning_099,q_learning,500000,"epsilon=1.0->0.05 linear (80%), alpha=0.01, gamma=1.0",5,-0.04758,-0.05146426310128446,-0.04369573689871553,0.43154000000000003,96.19730027219994
40,q_learning_069,q_learning,500000,"epsilon=0.2, alpha=0.01, gamma=1.0",5,-0.04772,-0.04941446506012959,-0.046025534939870404,0.43126,107.14930779139995
41,monte_carlo_012,monte_carlo,100000,"epsilon=0.3, gamma=1.0",5,-0.04802,-0.049601903359880115,-0.046438096640119886,0.43488,33.74381324719998
