rank,configuration_id,algorithm,training_episodes,parameters,seeds,mean_reward,reward_ci_95_lower,reward_ci_95_upper,win_rate,training_seconds
22,monte_carlo_014,monte_carlo,100000,"epsilon=0.3, gamma=1.0",10,-0.058032,-0.05959782834058455,-0.05646617165941545,0.429553,4.271943209999927
23,monte_carlo_010,monte_carlo,100000,"epsilon=0.2, gamma=1.0",10,-0.058773,-0.06073532024664681,-0.05681067975335319,0.42834500000000003,4.375551306800071
24,sarsa_038,sarsa,100000,"epsilon=0.1, alpha=0.01, gamma=1.0",10,-0.059125,-0.06126838792942388,-0.056981612070576115,0.426628,4.190981216999944
25,q_learning_165,q_learning,50000,"epsilon=0.4, alpha=0.01, gamma=1.0",10,-0.059125000000000004,-0.061863204490862175,-0.05638679550913783,0.426988,2.1079256391000856
26,q_learning_118,q_learning,100000,"epsilon=0.1, alpha=0.01, gamma=1.0",10,-0.059802,-0.06225916538677305,-0.05734483461322695,0.426575,4.20605310460005
27,q_learning_139,q_learning,200000,"epsilon=0.2, alpha=0.05, gamma=1.0",10,-0.059824,-0.06267540176066283,-0.05697259823933717,0.425299,8.41322902510019
28,q_learning_149,q_learning,50000,"epsilon=0.3, alpha=0.01, gamma=1.0",10,-0.059851,-0.0618332728731994,-0.0578687271268006,0.427176,2.110524863899991
29,q_learning_122,q_learning,100000,"epsilon=0.1, alpha=0.05, gamma=1.0",10,-0.060291,-0.062450387643610515,-0.05813161235638948,0.425265,4.22628086199993
30,sarsa_043,sarsa,200000,"epsilon=0.1, alpha=0.05, gamma=1.0",10,-0.060351,-0.06297404578683298,-0.057727954213167024,0.42551,8.425604479399954
31,sarsa_058,sarsa,100000,"epsilon=0.2, alpha=0.05, gamma=1.0",10,-0.060483999999999996,-0.06326282597764675,-0.05770517402235324,0.426487,4.147305015599886
32,sarsa_059,sarsa,200000,"epsilon=0.2, alpha=0.05, gamma=1.0",10,-0.060489,-0.06320514397487811,-0.05777285602512189,0.42662,8.22077635020014
33,sarsa_042,sarsa,100000,"epsilon=0.1, alpha=0.05, gamma=1.0",10,-0.060526,-0.06375868805173376,-0.05729331194826624,0.425417,4.181658189100017
34,sarsa_022,sarsa,100000,"epsilon=0.05, alpha=0.01, gamma=1.0",10,-0.060529,-0.0623058611670396,-0.0587521388329604,0.425912,4.098126724899975
35,monte_carlo_018,monte_carlo,100000,"epsilon=0.4, gamma=1.0",10,-0.06068,-0.06275798415735592,-0.05860201584264407,0.429446,4.407968632699976
36,q_learning_102,q_learning,100000,"epsilon=0.05, alpha=0.01, gamma=1.0",10,-0.061161,-0.06451262349699366,-0.05780937650300634,0.425286,4.545289717100149
37,sarsa_027,sarsa,200000,"epsilon=0.05, alpha=0.05, gamma=1.0",10,-0.061221,-0.06365883425884533,-0.058783165741154664,0.424454,8.420500642800016
38,sarsa_075,sarsa,200000,"epsilon=0.3, alpha=0.05, gamma=1.0",10,-0.061588000000000004,-0.06499046791990103,-0.05818553208009899,0.426265,8.408414192299915
39,monte_carlo_006,monte_carlo,100000,"epsilon=0.1, gamma=1.0",10,-0.061621999999999996,-0.06400424326907783,-0.05923975673092216,0.426861,4.409273925100024
40,q_learning_171,q_learning,200000,"epsilon=0.4, alpha=0.05, gamma=1.0",10,-0.062021,-0.06512141940529198,-0.05892058059470801,0.425487,8.358078633299737
41,q_learning_107,q_learning,200000,"epsilon=0.05, alpha=0.05, gamma=1.0",10,-0.06236,-0.06489065442989665,-0.059829345570103346,0.423977,8.697451121799986
42,q_learning_106,q_learning,100000,"epsilon=0.05, alpha=0.05, gamma=1.0",10,-0.062495,-0.06461299794292209,-0.060377002057077904,0.423947,4.584908145500049
43,sarsa_026,sarsa,100000,"epsilon=0.05, alpha=0.05, gamma=1.0",10,-0.062682,-0.06663993280490937,-0.05872406719509063,0.42332000000000003,4.155565436999905
44,q_learning_154,q_learning,100000,"epsilon=0.3, alpha=0.05, gamma=1.0",10,-0.062692,-0.06676224233700594,-0.05862175766299406,0.425145,4.158611643799941
45,q_learning_155,q_learning,200000,"epsilon=0.3, alpha=0.05, gamma=1.0",10,-0.06272,-0.0657209144034592,-0.059719085596540794,0.425681,8.372869657899992
46,sarsa_085,sarsa,50000,"epsilon=0.4, alpha=0.01, gamma=1.0",10,-0.062839,-0.06614412086580809,-0.05953387913419192,0.427257,2.0262440233001144
47,monte_carlo_013,monte_carlo,50000,"epsilon=0.3, gamma=1.0",10,-0.062883,-0.06528486704344766,-0.06048113295655234,0.427934,2.1650403236000786
48,sarsa_053,sarsa,50000,"epsilon=0.2, alpha=0.01, gamma=1.0",10,-0.062994,-0.06532281250899347,-0.06066518749100653,0.426326,2.070837054000049
49,sarsa_074,sarsa,100000,"epsilon=0.3, alpha=0.05, gamma=1.0",10,-0.063002,-0.06489144813276258,-0.06111255186723742,0.426227,4.093958502299938
50,sarsa_073,sarsa,50000,"epsilon=0.3, alpha=0.05, gamma=1.0",10,-0.063054,-0.0661474270182365,-0.0599605729817635,0.42599,2.063856790200134
51,sarsa_057,sarsa,50000,"epsilon=0.2, alpha=0.05, gamma=1.0",10,-0.063414,-0.06558117905014278,-0.061246820949857214,0.42512900000000003,2.056340852999983
52,q_learning_121,q_learning,50000,"epsilon=0.1, alpha=0.05, gamma=1.0",10,-0.063429,-0.06741638860774261,-0.05944161139225739,0.423647,2.1568342948000465
53,q_learning_137,q_learning,50000,"epsilon=0.2, alpha=0.05, gamma=1.0",10,-0.063727,-0.06773383218606531,-0.0597201678139347,0.424509,2.130243733599946
54,sarsa_090,sarsa,100000,"epsilon=0.4, alpha=0.05, gamma=1.0",10,-0.063732,-0.06599767258578011,-0.06146632741421988,0.426273,4.254706446100045
55,q_learning_153,q_learning,50000,"epsilon=0.3, alpha=0.05, gamma=1.0",10,-0.063796,-0.06714042245880113,-0.060451577541198884,0.423826,2.1810130685999867
56,monte_carlo_009,monte_carlo,50000,"epsilon=0.2, gamma=1.0",10,-0.06385199999999999,-0.06727740342671243,-0.060426596573287555,0.42666,2.2251976945000025
57,q_learning_170,q_learning,100000,"epsilon=0.4, alpha=0.05, gamma=1.0",10,-0.064017,-0.06683991573837328,-0.06119408426162672,0.425028,4.227135936800096
58,sarsa_041,sarsa,50000,"epsilon=0.1, alpha=0.05, gamma=1.0",10,-0.064091,-0.0662608663606161,-0.0619211336393839,0.423647,2.097259076499995
59,q_learning_169,q_learning,50000,"epsilon=0.4, alpha=0.05, gamma=1.0",10,-0.064366,-0.06783809658862065,-0.06089390341137936,0.423801,2.1156775370000105
60,sarsa_069,sarsa,50000,"epsilon=0.3, alpha=0.01, gamma=1.0",10,-0.064555,-0.06833078765704735,-0.06077921234295265,0.425549,2.0922399597999175
61,sarsa_025,sarsa,50000,"epsilon=0.05, alpha=0.05, gamma=1.0",10,-0.064848,-0.06863980933360316,-0.06105619066639685,0.422952,2.1120537873000558
62,q_learning_123,q_learning,200000,"epsilon=0.1, alpha=0.05, gamma=1.0",10,-0.064909,-0.0683140696031783,-0.061503930396821685,0.423132,8.700738068400005
63,sarsa_091,sarsa,200000,"epsilon=0.4, alpha=0.05, gamma=1.0",10,-0.065083,-0.06753640376714112,-0.06262959623285888,0.426613,8.41470668869997
64,sarsa_031,sarsa,200000,"epsilon=0.05, alpha=0.1, gamma=1.0",10,-0.065259,-0.06834026081809956,-0.06217773918190044,0.422474,8.464146344699975
65,q_learning_133,q_learning,50000,"epsilon=0.2, alpha=0.01, gamma=1.0",10,-0.065327,-0.06790880610963204,-0.06274519389036795,0.424463,2.1050696690001134
66,q_learning_105,q_learning,50000,"epsilon=0.05, alpha=0.05, gamma=1.0",10,-0.06542,-0.06831129933666893,-0.06252870066333108,0.422572,2.29255797349997
67,q_learning_138,q_learning,100000,"epsilon=0.2, alpha=0.05, gamma=1.0",10,-0.065437,-0.06849248438061427,-0.06238151561938572,0.423339,4.275858117000007
68,q_learning_111,q_learning,200000,"epsilon=0.05, alpha=0.1, gamma=1.0",10,-0.06547,-0.06890807937339698,-0.06203192062660302,0.421972,8.465584325899817
69,monte_carlo_002,monte_carlo,100000,"epsilon=0.05, gamma=1.0",10,-0.065694,-0.06966827795133769,-0.061719722048662315,0.42482,4.050780024900041
70,sarsa_061,sarsa,50000,"epsilon=0.2, alpha=0.1, gamma=1.0",10,-0.065833,-0.06940061524933518,-0.06226538475066483,0.423925,2.0997362108000743
71,q_learning_117,q_learning,50000,"epsilon=0.1, alpha=0.01, gamma=1.0",10,-0.065904,-0.06830560072485,-0.06350239927515001,0.424138,2.12517143390005
72,sarsa_037,sarsa,50000,"epsilon=0.1, alpha=0.01, gamma=1.0",10,-0.066021,-0.06733620868265584,-0.06470579131734415,0.424525,2.0758537849999357
73,sarsa_021,sarsa,50000,"epsilon=0.05, alpha=0.01, gamma=1.0",10,-0.067004,-0.07018538075527661,-0.06382261924472338,0.424182,2.074677508399964
74,q_learning_109,q_learning,50000,"epsilon=0.05, alpha=0.1, gamma=1.0",10,-0.067248,-0.07208828630514078,-0.06240771369485923,0.422159,2.1232964693998837
75,monte_carlo_017,monte_carlo,50000,"epsilon=0.4, gamma=1.0",10,-0.06747,-0.06898157953824616,-0.06595842046175385,0.427217,2.2289994523000134
76,sarsa_046,sarsa,100000,"epsilon=0.1, alpha=0.1, gamma=1.0",10,-0.067653,-0.07211016052314326,-0.06319583947685675,0.422201,4.190111893199901
77,sarsa_045,sarsa,50000,"epsilon=0.1, alpha=0.1, gamma=1.0",10,-0.067691,-0.07249268661199607,-0.06288931338800394,0.42217,2.1274590358000296
78,sarsa_040,sarsa,20000,"epsilon=0.1, alpha=0.05, gamma=1.0",10,-0.068074,-0.07029078840142922,-0.06585721159857078,0.422157,0.8182748314999116
79,q_learning_126,q_learning,100000,"epsilon=0.1, alpha=0.1, gamma=1.0",10,-0.068107,-0.07128869852000119,-0.06492530147999881,0.421721,4.310317060600118
80,q_learning_159,q_learning,200000,"epsilon=0.3, alpha=0.1, gamma=1.0",10,-0.068187,-0.07305531196336289,-0.06331868803663711,0.422298,8.418904662700152
81,q_learning_164,q_learning,20000,"epsilon=0.4, alpha=0.01, gamma=1.0",10,-0.068297,-0.0714868688720106,-0.0651071311279894,0.424006,0.8743180840000605
82,sarsa_078,sarsa,100000,"epsilon=0.3, alpha=0.1, gamma=1.0",10,-0.068457,-0.07118030000015504,-0.06573369999984496,0.423612,4.080569424400073
83,sarsa_063,sarsa,200000,"epsilon=0.2, alpha=0.1, gamma=1.0",10,-0.068745,-0.07274938041316423,-0.06474061958683577,0.423057,8.286989010899925
84,q_learning_110,q_learning,100000,"epsilon=0.05, alpha=0.1, gamma=1.0",10,-0.068826,-0.07209360106103001,-0.06555839893896999,0.420393,4.334750876699763
85,sarsa_084,sarsa,20000,"epsilon=0.4, alpha=0.01, gamma=1.0",10,-0.068903,-0.072045678733989,-0.06576032126601102,0.423838,0.8209163579997949
86,q_learning_148,q_learning,20000,"epsilon=0.3, alpha=0.01, gamma=1.0",10,-0.06891,-0.07283827009843037,-0.06498172990156963,0.423584,0.8359005681999406
87,q_learning_136,q_learning,20000,"epsilon=0.2, alpha=0.05, gamma=1.0",10,-0.068935,-0.07256909729521804,-0.06530090270478195,0.421748,0.8708399366997582
88,sarsa_029,sarsa,50000,"epsilon=0.05, alpha=0.1, gamma=1.0",10,-0.069081,-0.0739604574734675,-0.06420154252653251,0.420908,2.1243840146999444
89,sarsa_047,sarsa,200000,"epsilon=0.1, alpha=0.1, gamma=1.0",10,-0.069135,-0.07378639128424078,-0.06448360871575923,0.422236,8.33047913589994
90,sarsa_089,sarsa,50000,"epsilon=0.4, alpha=0.05, gamma=1.0",10,-0.069244,-0.07334190249532069,-0.06514609750467931,0.424482,2.1441872539999167
91,sarsa_030,sarsa,100000,"epsilon=0.05, alpha=0.1, gamma=1.0",10,-0.06927,-0.07480836874724359,-0.06373163125275641,0.420974,4.283631322900055
92,sarsa_062,sarsa,100000,"epsilon=0.2, alpha=0.1, gamma=1.0",10,-0.069315,-0.07475354873002797,-0.06387645126997203,0.422369,4.150945457399757
93,q_learning_120,q_learning,20000,"epsilon=0.1, alpha=0.05, gamma=1.0",10,-0.069475,-0.07304053786062573,-0.06590946213937426,0.421387,0.87868670379994
94,q_learning_175,q_learning,200000,"epsilon=0.4, alpha=0.1, gamma=1.0",10,-0.069546,-0.07506284601205354,-0.06402915398794645,0.422631,8.218014264199974
95,sarsa_033,sarsa,50000,"epsilon=0.05, alpha=0.2, gamma=1.0",10,-0.069671,-0.0746676568138484,-0.06467434318615159,0.420274,2.1639071198000694
96,monte_carlo_005,monte_carlo,50000,"epsilon=0.1, gamma=1.0",10,-0.069768,-0.07268680759568392,-0.06684919240431607,0.423938,2.2461602157000016
97,q_learning_152,q_learning,20000,"epsilon=0.3, alpha=0.05, gamma=1.0",10,-0.069769,-0.0751215861577206,-0.06441641384227939,0.421849,0.9519424501000685
98,q_learning_140,q_learning,20000,"epsilon=0.2, alpha=0.1, gamma=1.0",10,-0.069979,-0.07333194263036051,-0.06662605736963949,0.42157100000000003,0.8424505798999234
99,sarsa_079,sarsa,200000,"epsilon=0.3, alpha=0.1, gamma=1.0",10,-0.070054,-0.07392146647277575,-0.06618653352722426,0.423291,8.162342235200049
100,q_learning_101,q_learning,50000,"epsilon=0.05, alpha=0.01, gamma=1.0",10,-0.070064,-0.07305382951112602,-0.06707417048887399,0.422649,2.2489608226999733
101,sarsa_093,sarsa,50000,"epsilon=0.4, alpha=0.1, gamma=1.0",10,-0.070253,-0.07295425334139544,-0.06755174665860456,0.42314799999999997,2.0381960803001675
102,q_learning_158,q_learning,100000,"epsilon=0.3, alpha=0.1, gamma=1.0",10,-0.070282,-0.07497565215917082,-0.06558834784082918,0.42203,4.234477157499986
103,q_learning_168,q_learning,20000,"epsilon=0.4, alpha=0.05, gamma=1.0",10,-0.070399,-0.07411860913189067,-0.06667939086810934,0.42203,0.8609058545000152
104,q_learning_157,q_learning,50000,"epsilon=0.3, alpha=0.1, gamma=1.0",10,-0.071098,-0.07529271322194973,-0.06690328677805026,0.420467,2.115164045700021
105,sarsa_056,sarsa,20000,"epsilon=0.2, alpha=0.05, gamma=1.0",10,-0.071185,-0.07611417399084268,-0.06625582600915732,0.422065,0.8344357144999321
106,q_learning_156,q_learning,20000,"epsilon=0.3, alpha=0.1, gamma=1.0",10,-0.071218,-0.074528858186862,-0.067907141813138,0.4214,0.8509063794999747
107,q_learning_125,q_learning,50000,"epsilon=0.1, alpha=0.1, gamma=1.0",10,-0.071224,-0.07758725214970388,-0.06486074785029611,0.420176,2.1575006964999375
108,q_learning_124,q_learning,20000,"epsilon=0.1, alpha=0.1, gamma=1.0",10,-0.071319,-0.07601506569836684,-0.06662293430163314,0.42018900000000003,0.8774228606000178
109,q_learning_173,q_learning,50000,"epsilon=0.4, alpha=0.1, gamma=1.0",10,-0.071713,-0.07714731501448178,-0.06627868498551821,0.420811,2.118118515399965
110,q_learning_141,q_learning,50000,"epsilon=0.2, alpha=0.1, gamma=1.0",10,-0.071773,-0.07712696047403332,-0.06641903952596669,0.42088,2.128992921600093
111,q_learning_132,q_learning,20000,"epsilon=0.2, alpha=0.01, gamma=1.0",10,-0.07190099999999999,-0.07518788285939394,-0.06861411714060604,0.422367,0.8807762871996602
112,sarsa_088,sarsa,20000,"epsilon=0.4, alpha=0.05, gamma=1.0",10,-0.071972,-0.07423560116298492,-0.06970839883701507,0.422811,0.8908835347001514
113,q_learning_142,q_learning,100000,"epsilon=0.2, alpha=0.1, gamma=1.0",10,-0.072065,-0.07765682442936908,-0.06647317557063093,0.420165,4.1997811372000795
114,sarsa_024,sarsa,20000,"epsilon=0.05, alpha=0.05, gamma=1.0",10,-0.072658,-0.07587666481844742,-0.06943933518155258,0.420463,0.849732440400112
115,sarsa_060,sarsa,20000,"epsilon=0.2, alpha=0.1, gamma=1.0",10,-0.0728,-0.07726841314114978,-0.06833158685885023,0.42063,0.817475489500066
116,sarsa_072,sarsa,20000,"epsilon=0.3, alpha=0.05, gamma=1.0",10,-0.073075,-0.07550037757940216,-0.07064962242059784,0.421956,0.8228757105002842
117,sarsa_052,sarsa,20000,"epsilon=0.2, alpha=0.01, gamma=1.0",10,-0.073094,-0.07622944625111004,-0.06995855374888997,0.422748,0.8207792845000768
118,sarsa_076,sarsa,20000,"epsilon=0.3, alpha=0.1, gamma=1.0",10,-0.073295,-0.07770114049879383,-0.06888885950120617,0.422271,0.8443978742000582
119,q_learning_143,q_learning,200000,"epsilon=0.2, alpha=0.1, gamma=1.0",10,-0.073323,-0.08010945675092516,-0.06653654324907483,0.419807,8.457741220800107
120,sarsa_068,sarsa,20000,"epsilon=0.3, alpha=0.01, gamma=1.0",10,-0.073445,-0.07700102707513752,-0.06988897292486247,0.422301,0.8385424722998323
121,q_learning_104,q_learning,20000,"epsilon=0.05, alpha=0.05, gamma=1.0",10,-0.073662,-0.0764689313824808,-0.07085506861751921,0.41978099999999996,0.9158538750000844
122,q_learning_131,q_learning,200000,"epsilon=0.1, alpha=0.2, gamma=1.0",10,-0.073894,-0.07721484802513522,-0.07057315197486479,0.419476,8.533593991399721
123,q_learning_127,q_learning,200000,"epsilon=0.1, alpha=0.1, gamma=1.0",10,-0.074023,-0.07741101186462569,-0.07063498813537432,0.420001,8.550854017999791
124,sarsa_051,sarsa,200000,"epsilon=0.1, alpha=0.2, gamma=1.0",10,-0.074105,-0.08103468418360062,-0.06717531581639939,0.419529,8.39453135699996
125,sarsa_034,sarsa,100000,"epsilon=0.05, alpha=0.2, gamma=1.0",10,-0.074327,-0.0790415468144834,-0.0696124531855166,0.418528,4.209365485499984
126,q_learning_174,q_learning,100000,"epsilon=0.4, alpha=0.1, gamma=1.0",10,-0.07450999999999999,-0.07908774493886818,-0.0699322550611318,0.420692,4.171574728700034
127,sarsa_020,sarsa,20000,"epsilon=0.05, alpha=0.01, gamma=1.0",10,-0.075319,-0.07862121250084107,-0.07201678749915892,0.420731,0.8446172385999035
128,sarsa_094,sarsa,100000,"epsilon=0.4, alpha=0.1, gamma=1.0",10,-0.075567,-0.08002799717324874,-0.07110600282675125,0.421794,4.134410031899824
129,sarsa_044,sarsa,20000,"epsilon=0.1, alpha=0.1, gamma=1.0",10,-0.07559300000000001,-0.08086898850948122,-0.07031701149051879,0.419006,0.8236033200000292
130,q_learning_172,q_learning,20000,"epsilon=0.4, alpha=0.1, gamma=1.0",10,-0.07568,-0.08023805340751705,-0.07112194659248294,0.41998,0.8391132256998389
131,monte_carlo_012,monte_carlo,20000,"epsilon=0.3, gamma=1.0",10,-0.075816,-0.07813448145106518,-0.07349751854893481,0.422363,0.8606994409998606
132,sarsa_036,sarsa,20000,"epsilon=0.1, alpha=0.01, gamma=1.0",10,-0.075896,-0.07960154540316718,-0.07219045459683283,0.420867,0.8315812443000141
133,sarsa_082,sarsa,100000,"epsilon=0.3, alpha=0.2, gamma=1.0",10,-0.075907,-0.07956781975812947,-0.07224618024187053,0.420866,4.1818181698001355
134,sarsa_028,sarsa,20000,"epsilon=0.05, alpha=0.1, gamma=1.0",10,-0.075972,-0.07972732771964786,-0.07221667228035214,0.419099,0.8325346311999511
135,sarsa_092,sarsa,20000,"epsilon=0.4, alpha=0.1, gamma=1.0",10,-0.076086,-0.07932896292791364,-0.07284303707208636,0.421036,0.8317294205998224
136,sarsa_095,sarsa,200000,"epsilon=0.4, alpha=0.1, gamma=1.0",10,-0.076258,-0.08318265950432543,-0.06933334049567458,0.421385,8.240928018399973
137,q_learning_116,q_learning,20000,"epsilon=0.1, alpha=0.01, gamma=1.0",10,-0.076387,-0.07941338224334674,-0.07336061775665326,0.420495,0.8658922679999705
138,q_learning_114,q_learning,100000,"epsilon=0.05, alpha=0.2, gamma=1.0",10,-0.076504,-0.08142399840440806,-0.07158400159559195,0.416935,4.266964055000062
139,q_learning_108,q_learning,20000,"epsilon=0.05, alpha=0.1, gamma=1.0",10,-0.076547,-0.08019958216562233,-0.07289441783437768,0.417728,0.8596177305999845
140,q_learning_130,q_learning,100000,"epsilon=0.1, alpha=0.2, gamma=1.0",10,-0.076814,-0.08347211047982833,-0.07015588952017165,0.41779499999999997,4.244099275600002
141,monte_carlo_001,monte_carlo,50000,"epsilon=0.05, gamma=1.0",10,-0.077057,-0.08319723719934155,-0.07091676280065845,0.420249,1.8877684355999462
142,monte_carlo_008,monte_carlo,20000,"epsilon=0.2, gamma=1.0",10,-0.077882,-0.08155838718589627,-0.07420561281410375,0.421074,0.8715002981999078
143,q_learning_112,q_learning,20000,"epsilon=0.05, alpha=0.2, gamma=1.0",10,-0.077924,-0.08138387001024926,-0.07446412998975073,0.416754,0.859499203699761
144,q_learning_147,q_learning,200000,"epsilon=0.2, alpha=0.2, gamma=1.0",10,-0.078039,-0.08369201849326141,-0.07238598150673858,0.41781,8.405027914699986
145,q_learning_115,q_learning,200000,"epsilon=0.05, alpha=0.2, gamma=1.0",10,-0.078105,-0.08466514810869388,-0.0715448518913061,0.416791,8.64275851579996
146,sarsa_067,sarsa,200000,"epsilon=0.2, alpha=0.2, gamma=1.0",10,-0.078234,-0.08449136199899678,-0.07197663800100322,0.419293,8.246156742700077
147,sarsa_050,sarsa,100000,"epsilon=0.1, alpha=0.2, gamma=1.0",10,-0.078381,-0.08464939709086072,-0.07211260290913929,0.417763,4.136937056600073
148,sarsa_077,sarsa,50000,"epsilon=0.3, alpha=0.1, gamma=1.0",10,-0.078427,-0.08320791017686892,-0.07364608982313108,0.420251,2.0714878302002036
149,q_learning_129,q_learning,50000,"epsilon=0.1, alpha=0.2, gamma=1.0",10,-0.079326,-0.08504565046397455,-0.07360634953602543,0.417608,2.1685939523000344
150,q_learning_146,q_learning,100000,"epsilon=0.2, alpha=0.2, gamma=1.0",10,-0.079621,-0.08578347637163286,-0.07345852362836713,0.417205,4.2765833691998525
151,sarsa_035,sarsa,200000,"epsilon=0.05, alpha=0.2, gamma=1.0",10,-0.080155,-0.08685268021273038,-0.07345731978726963,0.416584,8.535238420399946
152,monte_carlo_016,monte_carlo,20000,"epsilon=0.4, gamma=1.0",10,-0.08042099999999999,-0.08291910515743432,-0.07792289484256566,0.421868,0.8584492289999617
153,sarsa_032,sarsa,20000,"epsilon=0.05, alpha=0.2, gamma=1.0",10,-0.080584,-0.0872690969428224,-0.07389890305717761,0.415463,0.8346824214999288
154,q_learning_145,q_learning,50000,"epsilon=0.2, alpha=0.2, gamma=1.0",10,-0.080735,-0.08546689470428542,-0.07600310529571458,0.416769,2.1640377390999674
155,q_learning_100,q_learning,20000,"epsilon=0.05, alpha=0.01, gamma=1.0",10,-0.0813,-0.08530677247602939,-0.07729322752397061,0.41859599999999997,0.8708926159999464
156,q_learning_162,q_learning,100000,"epsilon=0.3, alpha=0.2, gamma=1.0",10,-0.081526,-0.08601240931691852,-0.07703959068308149,0.416848,4.210053066799901
157,q_learning_177,q_learning,50000,"epsilon=0.4, alpha=0.2, gamma=1.0",10,-0.08186700000000001,-0.08854519938793885,-0.07518880061206117,0.417268,2.093544854300126
158,sarsa_065,sarsa,50000,"epsilon=0.2, alpha=0.2, gamma=1.0",10,-0.082139,-0.08772028212540611,-0.0765577178745939,0.417694,2.0874148055998374
159,sarsa_049,sarsa,50000,"epsilon=0.1, alpha=0.2, gamma=1.0",10,-0.082412,-0.09132698017931117,-0.07349701982068883,0.415698,2.118196018800063
160,q_learning_176,q_learning,20000,"epsilon=0.4, alpha=0.2, gamma=1.0",10,-0.082628,-0.08869099655426807,-0.07656500344573192,0.417135,0.8468436613997256
161,q_learning_113,q_learning,50000,"epsilon=0.05, alpha=0.2, gamma=1.0",10,-0.0827,-0.09073757475085337,-0.07466242524914662,0.414456,2.1840747975999877
162,q_learning_161,q_learning,50000,"epsilon=0.3, alpha=0.2, gamma=1.0",10,-0.082799,-0.08769885926997908,-0.07789914073002091,0.415521,2.090313934400001
163,q_learning_163,q_learning,200000,"epsilon=0.3, alpha=0.2, gamma=1.0",10,-0.08308,-0.0885106283399908,-0.07764937166000921,0.417299,8.499368712000159
164,sarsa_097,sarsa,50000,"epsilon=0.4, alpha=0.2, gamma=1.0",10,-0.083639,-0.08968778740625297,-0.07759021259374704,0.418385,2.08089686609992
