rank,configuration_id,algorithm,training_episodes,parameters,seeds,mean_reward,reward_ci_95_lower,reward_ci_95_upper,win_rate,training_seconds
23,q_learning_043,q_learning,200000,"epsilon=0.3, alpha=0.005, gamma=1.0",10,-0.046350999999999996,-0.04763604355716926,-0.045065956442830735,0.430976,8.232462308899994
24,q_learning_041,q_learning,500000,"epsilon=0.25, alpha=0.01, gamma=1.0",10,-0.046628,-0.0488300372965254,-0.044425962703474604,0.43111299999999997,20.656029379200483
25,q_learning_045,q_learning,100000,"epsilon=0.3, alpha=0.01, gamma=1.0",10,-0.046714,-0.04751576112640999,-0.04591223887359001,0.431304,4.118391829099892
26,sarsa_031,sarsa,200000,"epsilon=1.0->0.05 linear (80%), alpha=0.005, gamma=1.0",10,-0.046835,-0.047623907777739435,-0.04604609222226057,0.430858,8.19543596099993
27,sarsa_025,sarsa,200000,"epsilon=0.3, alpha=0.005, gamma=1.0",10,-0.046956,-0.04874890475493448,-0.04516309524506552,0.433023,8.177350991799539
28,q_learning_040,q_learning,200000,"epsilon=0.25, alpha=0.01, gamma=1.0",10,-0.047102,-0.04984904533234447,-0.04435495466765552,0.430194,8.304970956599572
29,q_learning_037,q_learning,200000,"epsilon=0.25, alpha=0.005, gamma=1.0",10,-0.047105,-0.04898183518225052,-0.04522816481774948,0.430156,8.309108635300072
30,monte_carlo_008,monte_carlo,500000,"epsilon=0.35, gamma=1.0",10,-0.047202,-0.04949436186772992,-0.04490963813227008,0.43471,21.737870643699715
31,q_learning_057,q_learning,100000,"epsilon=1.0->0.05 linear (80%), alpha=0.01, gamma=1.0",10,-0.047309,-0.04936792783529033,-0.045250072164709665,0.431015,4.1449423021003895
32,sarsa_022,sarsa,200000,"epsilon=0.25, alpha=0.01, gamma=1.0",10,-0.047615,-0.0501131201937101,-0.045116879806289895,0.431876,8.25904463470015
33,q_learning_046,q_learning,200000,"epsilon=0.3, alpha=0.01, gamma=1.0",10,-0.048106,-0.05084341708149205,-0.045368582918507955,0.430409,8.250479808700039
34,sarsa_016,sarsa,200000,"epsilon=0.2, alpha=0.01, gamma=1.0",10,-0.04815,-0.05114376696012825,-0.04515623303987175,0.431577,8.57576214620003
35,sarsa_033,sarsa,100000,"epsilon=1.0->0.05 linear (80%), alpha=0.01, gamma=1.0",10,-0.048357,-0.05087294764619616,-0.045841052353803834,0.431301,4.137927388200478
36,sarsa_013,sarsa,200000,"epsilon=0.2, alpha=0.005, gamma=1.0",10,-0.048358,-0.050207131400462866,-0.04650886859953713,0.431809,8.158027960300023
37,sarsa_029,sarsa,500000,"epsilon=0.3, alpha=0.01, gamma=1.0",10,-0.048435,-0.05119150345748216,-0.045678496542517835,0.432949,20.36440110299973
38,sarsa_019,sarsa,200000,"epsilon=0.25, alpha=0.005, gamma=1.0",10,-0.048817,-0.05135294857504818,-0.04628105142495182,0.431887,8.502108671400128
39,q_learning_051,q_learning,100000,"epsilon=0.35, alpha=0.01, gamma=1.0",10,-0.048867,-0.05145416213608656,-0.04627983786391344,0.430507,4.14824735880029
40,sarsa_023,sarsa,500000,"epsilon=0.25, alpha=0.01, gamma=1.0",10,-0.049029,-0.05174594846829633,-0.046312051531703674,0.432325,20.538758503200008
41,q_learning_039,q_learning,100000,"epsilon=0.25, alpha=0.01, gamma=1.0",10,-0.04919,-0.05174786633375032,-0.04663213366624967,0.43021200000000004,4.1055677216998445
42,sarsa_021,sarsa,100000,"epsilon=0.25, alpha=0.01, gamma=1.0",10,-0.049247,-0.05030930091413769,-0.04818469908586231,0.431343,4.175640033000127
43,sarsa_028,sarsa,200000,"epsilon=0.3, alpha=0.01, gamma=1.0",10,-0.049525,-0.05328111583787768,-0.04576888416212232,0.432976,8.241971990199819
44,q_learning_048,q_learning,100000,"epsilon=0.35, alpha=0.005, gamma=1.0",10,-0.049825,-0.05323403705204596,-0.04641596294795404,0.430977,4.150772761000371
45,q_learning_042,q_learning,100000,"epsilon=0.3, alpha=0.005, gamma=1.0",10,-0.050692,-0.052668636867049125,-0.04871536313295088,0.430078,4.1069954206997865
46,sarsa_030,sarsa,100000,"epsilon=1.0->0.05 linear (80%), alpha=0.005, gamma=1.0",10,-0.050713,-0.05207496747495836,-0.049351032525041645,0.430474,4.13446184759996
47,q_learning_054,q_learning,100000,"epsilon=1.0->0.05 linear (80%), alpha=0.005, gamma=1.0",10,-0.050769,-0.052070096397077825,-0.04946790360292218,0.43025800000000003,4.188792129500325
48,q_learning_036,q_learning,100000,"epsilon=0.25, alpha=0.005, gamma=1.0",10,-0.051275,-0.053048992500297314,-0.04950100749970269,0.429488,4.101221916299801
49,monte_carlo_000,monte_carlo,100000,"epsilon=0.25, gamma=1.0",10,-0.051541000000000003,-0.053299523947153156,-0.04978247605284685,0.43226,3.532866633100093
50,monte_carlo_007,monte_carlo,200000,"epsilon=0.35, gamma=1.0",10,-0.051848,-0.05383096687061473,-0.04986503312938527,0.433051,8.745064999900023
51,monte_carlo_003,monte_carlo,100000,"epsilon=0.3, gamma=1.0",10,-0.052612,-0.05426204581517537,-0.050961954184824625,0.431681,4.359332180499768
52,sarsa_015,sarsa,100000,"epsilon=0.2, alpha=0.01, gamma=1.0",10,-0.053848,-0.05662574683930859,-0.05107025316069141,0.430025,4.2746741029004625
53,sarsa_027,sarsa,100000,"epsilon=0.3, alpha=0.01, gamma=1.0",10,-0.054203,-0.05769700571546947,-0.05070899428453053,0.430537,4.105221911699846
54,sarsa_018,sarsa,100000,"epsilon=0.25, alpha=0.005, gamma=1.0",10,-0.054427,-0.05796781478685972,-0.050886185213140284,0.429996,4.223086753200187
55,sarsa_024,sarsa,100000,"epsilon=0.3, alpha=0.005, gamma=1.0",10,-0.055241,-0.05809469456121553,-0.05238730543878447,0.430343,4.053903879400241
56,monte_carlo_006,monte_carlo,100000,"epsilon=0.35, gamma=1.0",10,-0.057153,-0.059831210967741966,-0.05447478903225804,0.431519,4.288962586300113
57,sarsa_012,sarsa,100000,"epsilon=0.2, alpha=0.005, gamma=1.0",10,-0.057844,-0.059984739560017104,-0.055703260439982895,0.428346,4.155887846799669
58,monte_carlo_011,monte_carlo,500000,"epsilon=1.0->0.05 linear (80%), gamma=1.0",10,-0.065016,-0.06669769624441779,-0.06333430375558222,0.429964,21.830446297100387
59,monte_carlo_010,monte_carlo,200000,"epsilon=1.0->0.05 linear (80%), gamma=1.0",10,-0.066684,-0.06991363516354401,-0.06345436483645597,0.42963,8.933440278499983
60,monte_carlo_009,monte_carlo,100000,"epsilon=1.0->0.05 linear (80%), gamma=1.0",10,-0.070341,-0.07364824076975891,-0.06703375923024109,0.428423,4.35675183780022
