rank,configuration_id,algorithm,training_episodes,parameters,seeds,mean_reward,reward_ci_95_lower,reward_ci_95_upper,win_rate,training_seconds
32,sarsa_043,sarsa,200000,"epsilon=0.3, alpha=0.005, gamma=1.0",10,-0.049624,-0.05086121117672862,-0.04838678882327138,0.432018,8.377477145500006
33,monte_carlo_013,monte_carlo,200000,"epsilon=0.3, gamma=1.0",10,-0.049891,-0.05088402561757265,-0.048897974382427344,0.432767,8.914112639500013
34,q_learning_097,q_learning,100000,"epsilon=1.0->0.05 linear (80%), alpha=0.01, gamma=1.0",10,-0.05015,-0.05146920279765218,-0.04883079720234782,0.430255,4.2047644643000694
35,sarsa_039,sarsa,500000,"epsilon=0.25, alpha=0.01, gamma=1.0",10,-0.050237000000000004,-0.05205460585880316,-0.04841939414119685,0.431993,21.273974300100008
36,sarsa_049,sarsa,500000,"epsilon=0.3, alpha=0.01, gamma=1.0",10,-0.050381999999999996,-0.05281599383751616,-0.04794800616248383,0.432188,21.10797467460002
37,sarsa_038,sarsa,200000,"epsilon=0.25, alpha=0.01, gamma=1.0",10,-0.050537,-0.052304727442088035,-0.04876927255791196,0.43106,8.23057713259991
38,sarsa_057,sarsa,100000,"epsilon=1.0->0.05 linear (80%), alpha=0.01, gamma=1.0",10,-0.050757,-0.052929020496772526,-0.04858497950322747,0.430678,4.252053868399935
39,sarsa_023,sarsa,200000,"epsilon=0.2, alpha=0.005, gamma=1.0",10,-0.050805,-0.052062663272722694,-0.04954733672727731,0.430948,8.39267490520001
40,q_learning_077,q_learning,100000,"epsilon=0.25, alpha=0.01, gamma=1.0",10,-0.050921,-0.05235560590013812,-0.04948639409986188,0.42995,4.243705141400051
41,sarsa_033,sarsa,200000,"epsilon=0.25, alpha=0.005, gamma=1.0",10,-0.050949,-0.05202943023438711,-0.049868569765612894,0.431141,8.515834527299967
42,sarsa_048,sarsa,200000,"epsilon=0.3, alpha=0.01, gamma=1.0",10,-0.051875,-0.05520293308012312,-0.048547066919876876,0.432098,8.436568199099975
43,q_learning_092,q_learning,100000,"epsilon=1.0->0.05 linear (80%), alpha=0.005, gamma=1.0",10,-0.052108,-0.05376829161647385,-0.050447708383526156,0.429843,4.390273232299978
44,q_learning_067,q_learning,100000,"epsilon=0.2, alpha=0.01, gamma=1.0",10,-0.052289,-0.054082995398433344,-0.05049500460156666,0.429365,4.435089053199954
45,sarsa_037,sarsa,100000,"epsilon=0.25, alpha=0.01, gamma=1.0",10,-0.052829,-0.054286227596591095,-0.05137177240340891,0.43019799999999997,4.282151635299897
46,q_learning_072,q_learning,100000,"epsilon=0.25, alpha=0.005, gamma=1.0",10,-0.053159,-0.05501188477876466,-0.051306115221235335,0.429222,4.373790418299995
47,monte_carlo_002,monte_carlo,100000,"epsilon=0.2, gamma=1.0",10,-0.053384,-0.05508055760351497,-0.05168744239648503,0.43121,3.573702465299971
48,q_learning_082,q_learning,100000,"epsilon=0.3, alpha=0.005, gamma=1.0",10,-0.053485,-0.055202335476447935,-0.05176766452355206,0.429296,4.266621464099989
49,sarsa_052,sarsa,100000,"epsilon=1.0->0.05 linear (80%), alpha=0.005, gamma=1.0",10,-0.054482,-0.05582887419892629,-0.05313512580107371,0.429183,4.29138294899999
50,monte_carlo_007,monte_carlo,100000,"epsilon=0.25, gamma=1.0",10,-0.054903,-0.05674699337482541,-0.05305900662517459,0.430757,4.602579770899956
51,monte_carlo_012,monte_carlo,100000,"epsilon=0.3, gamma=1.0",10,-0.054978,-0.056461584062464945,-0.05349441593753505,0.43070400000000003,4.546056902999953
52,sarsa_027,sarsa,100000,"epsilon=0.2, alpha=0.01, gamma=1.0",10,-0.055411,-0.05731845016391575,-0.053503549836084255,0.429645,4.285505898600195
53,sarsa_047,sarsa,100000,"epsilon=0.3, alpha=0.01, gamma=1.0",10,-0.055539,-0.058138850420620385,-0.05293914957937961,0.430278,4.1897324366999324
54,q_learning_096,q_learning,50000,"epsilon=1.0->0.05 linear (80%), alpha=0.01, gamma=1.0",10,-0.0557,-0.05757442915991924,-0.05382557084008076,0.427543,2.0818787764999795
55,sarsa_056,sarsa,50000,"epsilon=1.0->0.05 linear (80%), alpha=0.01, gamma=1.0",10,-0.056281,-0.05813060143641813,-0.05443139856358187,0.428402,2.118182856500016
56,q_learning_086,q_learning,50000,"epsilon=0.3, alpha=0.01, gamma=1.0",10,-0.056713,-0.05835782048306528,-0.05506817951693472,0.427554,2.06739588180003
57,sarsa_032,sarsa,100000,"epsilon=0.25, alpha=0.005, gamma=1.0",10,-0.056843,-0.05887422594185,-0.05481177405814999,0.429272,4.24249299990006
58,q_learning_062,q_learning,100000,"epsilon=0.2, alpha=0.005, gamma=1.0",10,-0.057050000000000003,-0.058263892630067975,-0.05583610736993203,0.427842,4.246848282400061
59,q_learning_066,q_learning,50000,"epsilon=0.2, alpha=0.01, gamma=1.0",10,-0.057266,-0.05920297676938975,-0.055329023230610244,0.427386,2.156256312400001
60,sarsa_042,sarsa,100000,"epsilon=0.3, alpha=0.005, gamma=1.0",10,-0.057961,-0.06077025348878784,-0.05515174651121216,0.42932,4.448752431999992
61,q_learning_081,q_learning,50000,"epsilon=0.3, alpha=0.005, gamma=1.0",10,-0.058688000000000004,-0.06028335331459837,-0.057092646685401635,0.42765200000000003,2.1766934242999922
62,q_learning_071,q_learning,50000,"epsilon=0.25, alpha=0.005, gamma=1.0",10,-0.059387999999999996,-0.06107223909920441,-0.057703760900795584,0.426872,2.1505682029999207
63,q_learning_076,q_learning,50000,"epsilon=0.25, alpha=0.01, gamma=1.0",10,-0.059582,-0.06251293052060643,-0.05665106947939358,0.427071,2.112856602800048
64,sarsa_022,sarsa,100000,"epsilon=0.2, alpha=0.005, gamma=1.0",10,-0.060193,-0.06234034486764987,-0.05804565513235014,0.42747999999999997,4.124915885099949
65,monte_carlo_001,monte_carlo,50000,"epsilon=0.2, gamma=1.0",10,-0.060566,-0.06224596177437994,-0.058886038225620066,0.42817500000000003,1.810578411399979
